Wall time,Step,Value
1686397021.0960739,1776000,61.97999954223633
1686397043.012013,1784000,62.97999954223633
1686397064.9265091,1792000,64.87000274658203
1686397108.8324559,1808000,65.9000015258789
1686397130.85187,1816000,66.94000244140625
1686397152.777264,1824000,67.87999725341797
1686397196.706848,1840000,68.11000061035156
1686397218.593578,1848000,69.23999786376953
1686397240.548683,1856000,70.62999725341797
1686397262.481515,1864000,67.02999877929688
1686397284.455998,1872000,66.91000366210938
1686397306.46612,1880000,65.18000030517578
1686397328.4771898,1888000,68.20999908447266
1686397372.5247512,1904000,60.0
1686397394.530488,1912000,59.36000061035156
1686397438.534911,1928000,61.77000045776367
1686397460.5203369,1936000,59.810001373291016
1686397482.509826,1944000,58.720001220703125
1686397526.542329,1960000,58.11000061035156
1686397548.5371,1968000,58.52000045776367
1686397570.467175,1976000,59.36000061035156
1686397592.4631739,1984000,59.97999954223633
1686397614.488332,1992000,60.66999816894531
1686397636.44657,2000000,58.93000030517578
1686397658.447298,2008000,64.44999694824219
1686397680.380984,2016000,68.11000061035156
1686397702.527829,2024000,70.79000091552734
1686397724.640589,2032000,72.93000030517578
1686397746.6600618,2040000,73.27999877929688
1686397768.789696,2048000,71.47000122070312
1686397835.089014,2072000,77.87000274658203
1686397857.14161,2080000,76.9000015258789
1686397879.34149,2088000,69.0199966430664
1686397901.3458738,2096000,67.94000244140625
1686397945.340725,2112000,72.54000091552734
1686397967.280889,2120000,73.98999786376953
1686397989.41151,2128000,70.91999816894531
1686398033.659598,2144000,71.86000061035156
1686398077.8462348,2160000,73.33999633789062
1686398121.992546,2176000,71.55999755859375
1686398144.055951,2184000,69.94000244140625
1686398166.2362082,2192000,69.26000213623047
1686398188.37919,2200000,69.44999694824219
1686398210.50161,2208000,71.97000122070312
1686398254.670839,2224000,73.93000030517578
1686398276.80796,2232000,71.4800033569336
1686398298.927587,2240000,67.19000244140625
1686398321.044074,2248000,65.80000305175781
1686398343.170122,2256000,64.22000122070312
1686398365.301973,2264000,64.2300033569336
1686398387.41204,2272000,65.91000366210938
1686398409.996007,2280000,67.75
1686398523.110836,2320000,70.61000061035156
1686398567.10699,2336000,76.72000122070312
1686398589.616334,2344000,72.12000274658203
1686398633.9484842,2360000,70.62000274658203
1686398656.238666,2368000,70.66000366210938
1686398678.716741,2376000,70.01000213623047
1686398700.844223,2384000,72.1500015258789
1686398722.837271,2392000,70.83000183105469
1686398744.824491,2400000,69.1500015258789
1686398766.958379,2408000,71.0999984741211
1686398788.9517472,2416000,72.97000122070312
1686398810.790664,2424000,73.0
1686398832.873697,2432000,74.45999908447266
1686398854.88113,2440000,75.83999633789062
1686398921.255738,2464000,75.1500015258789
1686398943.28055,2472000,78.04000091552734
1686398965.353029,2480000,82.2699966430664
1686398987.4345448,2488000,82.31999969482422
1686399009.3596559,2496000,81.62000274658203
1686399052.7854562,2512000,79.83999633789062
1686399074.338471,2520000,79.29000091552734
1686399118.1986828,2536000,82.20999908447266
1686399140.2251258,2544000,81.27999877929688
1686399162.252022,2552000,83.80999755859375
1686399184.2784069,2560000,87.13999938964844
1686399206.253584,2568000,86.70999908447266
1686399228.2679281,2576000,86.36000061035156
1686399250.293149,2584000,86.94999694824219
1686399272.3078558,2592000,89.62000274658203
1686399294.317385,2600000,91.58999633789062
1686399316.395217,2608000,92.06999969482422
1686399338.467952,2616000,91.44999694824219
1686399360.560912,2624000,91.87000274658203
1686399382.6930492,2632000,91.55000305175781
1686399426.8349388,2648000,97.30000305175781
1686399448.8661819,2656000,102.29000091552734
1686399493.1277492,2672000,103.05000305175781
1686399537.126345,2688000,104.41000366210938
1686399581.313341,2704000,103.05000305175781
1686399625.504825,2720000,101.51000213623047
1686399647.514346,2728000,106.16000366210938
1686399669.536582,2736000,105.12000274658203
1686399691.6011462,2744000,109.2699966430664
1686399713.7451599,2752000,113.23999786376953
1686399735.901574,2760000,113.94000244140625
1686399757.9996202,2768000,113.55000305175781
1686399780.180139,2776000,112.25
1686399802.413004,2784000,110.08999633789062
1686399824.5326679,2792000,108.31999969482422
1686399846.673784,2800000,108.58000183105469
1686399868.7908218,2808000,107.26000213623047
1686399890.881432,2816000,108.7300033569336
1686399912.9441018,2824000,108.33999633789062
1686399935.1155462,2832000,112.6500015258789
1686399957.138985,2840000,111.63999938964844
1686399979.2709382,2848000,114.83000183105469
1686400001.3593202,2856000,115.91999816894531
1686400023.4693062,2864000,117.8499984741211
1686400045.58952,2872000,111.02999877929688
1686400067.686579,2880000,114.62000274658203
1686400089.8160582,2888000,113.79000091552734
1686400112.000064,2896000,115.16000366210938
1686400134.133101,2904000,114.30000305175781
1686400156.249921,2912000,115.44999694824219
1686400178.382348,2920000,117.19999694824219
1686400200.477011,2928000,117.8499984741211
1686400222.593887,2936000,115.30999755859375
1686400244.6067939,2944000,113.02999877929688
1686400266.543942,2952000,111.19000244140625
1686400310.718404,2968000,103.68000030517578
1686400332.8400278,2976000,99.6500015258789
1686400377.110271,2992000,97.2699966430664
1686400399.215798,3000000,95.16000366210938
1686400421.352349,3008000,95.18000030517578
1686400443.522242,3016000,90.73999786376953
1686400465.6544409,3024000,92.0
1686400487.840918,3032000,88.58000183105469
1686400510.295252,3040000,89.06999969482422
1686400554.520051,3056000,85.75
1686400576.640481,3064000,88.08000183105469
1686400621.086963,3080000,92.81999969482422
1686400643.3193228,3088000,94.76000213623047
1686400665.439463,3096000,95.70999908447266
1686400687.991207,3104000,94.69999694824219
1686400710.2144399,3112000,97.41000366210938
1686400754.9772139,3128000,101.75
1686400776.912822,3136000,101.62999725341797
1686400799.129099,3144000,101.3499984741211
1686400821.42893,3152000,99.27999877929688
1686400887.753846,3176000,101.31999969482422
1686400931.830375,3192000,101.12000274658203
1686400954.015778,3200000,104.62999725341797
1686400998.39622,3216000,98.55999755859375
1686401020.521843,3224000,96.9000015258789
1686401042.583468,3232000,101.05999755859375
1686401086.7922308,3248000,105.01000213623047
1686401109.10355,3256000,106.51000213623047
1686401153.461547,3272000,104.63999938964844
1686401197.746005,3288000,109.19000244140625
1686401219.899922,3296000,108.33999633789062
1686401242.1691148,3304000,110.37000274658203
1686401286.666639,3320000,116.13999938964844
1686401308.63988,3328000,117.37999725341797
1686401330.556479,3336000,120.54000091552734
1686401397.436992,3360000,121.81999969482422
1686401419.554815,3368000,123.41000366210938
1686401441.536862,3376000,116.72000122070312
1686401463.518034,3384000,119.80999755859375
1686401485.550257,3392000,120.19999694824219
1686401507.663006,3400000,121.70999908447266
1686401551.9993181,3416000,122.6500015258789
1686401596.906507,3432000,121.72000122070312
1686401640.89697,3448000,118.56999969482422
1686401684.809512,3464000,119.05000305175781
1686401750.648748,3488000,118.98999786376953
1686401772.667509,3496000,116.5999984741211
1686401816.832822,3512000,119.55999755859375
1686401839.481858,3520000,126.22000122070312
1686401861.65822,3528000,127.62999725341797
1686401883.672238,3536000,126.0199966430664
1686401906.670444,3544000,119.4800033569336
1686401951.1999118,3560000,122.87999725341797
1686401973.275051,3568000,122.47000122070312
1686401995.854653,3576000,128.0800018310547
1686402018.3047109,3584000,130.33999633789062
1686402040.36387,3592000,132.25999450683594
1686402062.3094652,3600000,137.97000122070312
1686402084.3731148,3608000,138.0
1686402106.609211,3616000,141.6999969482422
1686402128.933213,3624000,144.17999267578125
1686402150.920907,3632000,144.0800018310547
1686402172.964244,3640000,143.24000549316406
1686402194.9649549,3648000,145.2100067138672
1686402239.6063948,3664000,148.42999267578125
1686402262.050836,3672000,148.1199951171875
1686402284.055118,3680000,142.11000061035156
1686402306.0972428,3688000,145.10000610351562
1686402328.647985,3696000,91.2699966430664
1686402351.241887,3704000,13.569999694824219
1686402373.706153,3712000,2.450000047683716
1686402395.707875,3720000,2.7799999713897705
1686402417.677909,3728000,5.429999828338623
1686402439.6679392,3736000,10.789999961853027
1686402461.652638,3744000,14.6899995803833
1686402483.650021,3752000,19.270000457763672
1686402505.61883,3760000,23.079999923706055
1686402527.5799549,3768000,36.63999938964844
1686402549.5421472,3776000,43.66999816894531
1686402571.491853,3784000,51.09000015258789
1686402593.010505,3792000,61.02000045776367
1686402614.549918,3800000,69.11000061035156
1686402636.314311,3808000,76.37000274658203
1686402679.4875588,3824000,84.83999633789062
1686402701.200615,3832000,94.91999816894531
1686402789.029724,3864000,120.95999908447266
1686402833.1773682,3880000,124.45999908447266
1686402855.6299038,3888000,133.85000610351562
1686402877.644522,3896000,137.11000061035156
1686402899.749331,3904000,139.10000610351562
1686402921.758841,3912000,138.8699951171875
1686402943.7507231,3920000,135.9600067138672
1686402987.962112,3936000,135.2899932861328
1686403010.058391,3944000,130.55999755859375
1686403032.2034528,3952000,131.19000244140625
1686403098.625143,3976000,137.3800048828125
1686403120.551564,3984000,139.97999572753906
1686403164.605692,4000000,139.92999267578125
1686403252.779507,4032000,132.47000122070312
1686403274.734005,4040000,131.7100067138672
1686403296.737955,4048000,126.08999633789062
1686403319.3477252,4056000,73.37000274658203
1686403341.437849,4064000,62.72999954223633
1686403363.518881,4072000,50.470001220703125
1686403385.529428,4080000,50.54999923706055
1686403407.50018,4088000,53.470001220703125
1686403429.490953,4096000,55.77000045776367
1686403451.489362,4104000,56.43000030517578
1686403495.564652,4120000,58.83000183105469
1686403517.651547,4128000,63.7599983215332
1686403539.604137,4136000,64.12000274658203
1686403561.6127691,4144000,67.16000366210938
1686403583.6273122,4152000,74.37999725341797
1686403605.571672,4160000,78.08000183105469
1686403627.568773,4168000,83.06999969482422
1686403694.284522,4192000,111.45999908447266
1686403716.237349,4200000,115.30999755859375
1686403738.117878,4208000,119.80000305175781
1686403869.780041,4256000,130.60000610351562
1686403914.540528,4272000,124.54000091552734
1686403936.602371,4280000,127.45999908447266
1686403958.74943,4288000,132.91000366210938
1686403981.119961,4296000,135.22999572753906
1686404003.3599942,4304000,139.1999969482422
1686404025.459593,4312000,140.66000366210938
1686404047.537937,4320000,138.57000732421875
1686404069.716798,4328000,136.8300018310547
1686404091.806856,4336000,134.30999755859375
1686404113.910887,4344000,139.47999572753906
1686404136.0180538,4352000,140.6999969482422
1686404158.4263308,4360000,140.14999389648438
1686404180.526183,4368000,141.52000427246094
1686404202.679759,4376000,137.82000732421875
1686404224.672357,4384000,139.3000030517578
1686404247.102962,4392000,138.3699951171875
1686404269.082458,4400000,137.58999633789062
1686404313.180303,4416000,137.85000610351562
1686404335.091074,4424000,136.9199981689453
1686404357.10211,4432000,138.4499969482422
1686404400.984339,4448000,138.0800018310547
1686404445.162035,4464000,130.8300018310547
1686404467.306041,4472000,129.82000732421875
1686404489.446785,4480000,134.19000244140625
1686404511.530636,4488000,129.67999267578125
1686404533.713418,4496000,129.1999969482422
1686404578.3567722,4512000,132.77000427246094
1686404600.3356612,4520000,137.02000427246094
1686404622.3306491,4528000,134.38999938964844
1686404644.2549481,4536000,135.41000366210938
1686404666.181102,4544000,129.75
1686404688.037954,4552000,130.9499969482422
1686404709.9950788,4560000,133.55999755859375
1686404731.999212,4568000,133.27000427246094
1686404753.940937,4576000,128.11000061035156
1686404775.860672,4584000,125.26000213623047
1686404797.84924,4592000,128.7899932861328
1686404819.8651378,4600000,131.94000244140625
1686404863.716213,4616000,137.25999450683594
1686404885.665144,4624000,143.14999389648438
1686404907.666785,4632000,146.75999450683594
1686404929.6124501,4640000,149.3300018310547
1686404951.643908,4648000,153.1300048828125
1686404973.7307642,4656000,151.1699981689453
1686404995.7200892,4664000,150.72999572753906
1686405017.754535,4672000,149.02000427246094
1686405039.835475,4680000,155.02999877929688
1686405061.7675872,4688000,161.10000610351562
1686405083.847615,4696000,164.1999969482422
1686405105.880252,4704000,168.07000732421875
1686405127.850325,4712000,170.07000732421875
1686405149.8201,4720000,169.67999267578125
1686405193.778676,4736000,175.10000610351562
1686405215.801156,4744000,173.5800018310547
1686405237.8068721,4752000,173.41000366210938
1686405281.829932,4768000,169.30999755859375
1686405303.7574,4776000,165.25999450683594
1686405325.6414862,4784000,161.8000030517578
1686405347.5913138,4792000,157.4499969482422
1686405391.455488,4808000,156.16000366210938
1686405413.455949,4816000,155.38999938964844
1686405435.435348,4824000,155.99000549316406
1686405457.346963,4832000,152.50999450683594
1686405479.188353,4840000,145.39999389648438
1686405501.057436,4848000,147.55999755859375
1686405522.981766,4856000,143.91000366210938
1686405567.0198011,4872000,141.0500030517578
1686405611.002757,4888000,139.92999267578125
1686405633.130563,4896000,138.92999267578125
1686405655.156896,4904000,139.77999877929688
1686405721.0876591,4928000,144.0500030517578
1686405808.97789,4960000,151.50999450683594
1686405830.994678,4968000,156.0800018310547
1686405853.050616,4976000,157.52000427246094
1686405875.0168,4984000,160.52999877929688
1686405896.991904,4992000,167.30999755859375
1686405918.934796,5000000,169.3699951171875
1686405940.8950121,5008000,170.75
1686405962.81794,5016000,168.35000610351562
1686406028.8881059,5040000,179.77000427246094
1686406050.946451,5048000,178.4499969482422
1686406072.995391,5056000,176.6300048828125
1686406095.0033941,5064000,173.8800048828125
1686406139.074562,5080000,183.60000610351562
1686406161.042262,5088000,185.6199951171875
1686406183.085891,5096000,183.11000061035156
1686406227.041573,5112000,178.1699981689453
1686406249.083864,5120000,167.63999938964844
1686406271.0665338,5128000,165.5399932861328
1686406293.0340369,5136000,165.30999755859375
1686406315.0216131,5144000,159.22999572753906
1686406336.9998012,5152000,155.3000030517578
1686406359.0056121,5160000,158.36000061035156
1686406381.399911,5168000,157.5800018310547
1686406403.255688,5176000,152.67999267578125
1686406425.3200371,5184000,150.3000030517578
1686406447.472542,5192000,151.00999450683594
1686406469.556624,5200000,152.52999877929688
1686406491.629778,5208000,157.60000610351562
1686406513.686391,5216000,157.32000732421875
1686406535.8178408,5224000,151.63999938964844
1686406557.934935,5232000,152.67999267578125
1686406624.3673458,5256000,159.58999633789062
1686406646.4925811,5264000,159.80999755859375
1686406690.76928,5280000,166.1999969482422
1686406712.885088,5288000,167.0399932861328
1686406735.043505,5296000,166.74000549316406
1686406757.3077672,5304000,172.25999450683594
1686406779.442966,5312000,171.7899932861328
1686406801.6415849,5320000,174.64999389648438
1686406823.914171,5328000,175.0
1686406846.121668,5336000,173.10000610351562
1686406868.3695118,5344000,178.92999267578125
1686406890.540312,5352000,179.9199981689453
1686406912.683726,5360000,181.33999633789062
1686406957.120647,5376000,182.49000549316406
1686406979.351136,5384000,178.1999969482422
1686407001.5552902,5392000,173.99000549316406
1686407023.751559,5400000,170.00999450683594
1686407045.973105,5408000,171.2100067138672
1686407068.214092,5416000,169.9600067138672
1686407090.365559,5424000,165.67999267578125
1686407112.46692,5432000,163.11000061035156
1686407134.6523468,5440000,167.8000030517578
1686407156.875103,5448000,169.86000061035156
1686407179.1493828,5456000,167.75
1686407201.341951,5464000,162.3000030517578
1686407223.498451,5472000,161.97000122070312
1686407245.683578,5480000,160.25999450683594
1686407267.831258,5488000,154.39999389648438
1686407290.04421,5496000,154.27000427246094
1686407312.336969,5504000,155.02999877929688
1686407335.0276952,5512000,102.5
1686407357.266987,5520000,101.69000244140625
1686407379.531883,5528000,97.98999786376953
1686407423.961979,5544000,91.38999938964844
1686407468.382664,5560000,85.6500015258789
1686407512.7251918,5576000,91.72000122070312
1686407579.3604329,5600000,100.41000366210938
1686407601.545665,5608000,102.6500015258789
1686407623.7842948,5616000,113.88999938964844
1686407646.1745431,5624000,119.22000122070312
1686407668.55364,5632000,116.63999938964844
1686407690.830517,5640000,115.48999786376953
1686407713.0568671,5648000,118.12000274658203
1686407735.235759,5656000,112.98999786376953
1686407757.510148,5664000,116.0
1686407779.57982,5672000,118.38999938964844
1686407801.619714,5680000,120.13999938964844
1686407823.652771,5688000,119.05999755859375
1686407845.757771,5696000,118.11000061035156
1686407912.3064,5720000,113.04000091552734
1686407934.500741,5728000,115.44999694824219
1686407956.754136,5736000,111.93000030517578
1686408001.3135848,5752000,120.8499984741211
1686408023.5322082,5760000,127.68000030517578
1686408045.794133,5768000,135.47999572753906
1686408068.055495,5776000,141.42999267578125
1686408090.319792,5784000,148.0800018310547
1686408112.5503628,5792000,153.86000061035156
1686408134.710968,5800000,152.67999267578125
1686408156.9073448,5808000,156.50999450683594
1686408179.166844,5816000,157.39999389648438
1686408246.318007,5840000,164.7100067138672
1686408268.2850912,5848000,163.17999267578125
1686408290.487475,5856000,161.08999633789062
1686408312.537268,5864000,165.19000244140625
1686408356.51121,5880000,162.58999633789062
1686408378.527058,5888000,164.99000549316406
1686408400.557371,5896000,168.50999450683594
1686408422.552586,5904000,170.55999755859375
1686408444.59593,5912000,168.57000732421875
1686408466.6217542,5920000,169.94000244140625
1686408488.62974,5928000,172.42999267578125
1686408510.622376,5936000,176.92999267578125
1686408532.6150138,5944000,182.32000732421875
1686408554.579384,5952000,179.58999633789062
1686408576.6336908,5960000,182.49000549316406
1686408598.6960452,5968000,178.4600067138672
1686408620.689755,5976000,173.7899932861328
1686408642.6553118,5984000,165.35000610351562
1686408686.559277,6000000,164.50999450683594
1686408708.556114,6008000,168.25
1686408730.594121,6016000,164.6300048828125
1686408752.5705159,6024000,163.5399932861328
1686408774.478074,6032000,163.5399932861328
1686408796.4005032,6040000,159.35000610351562
1686408818.389354,6048000,155.49000549316406
1686408840.482431,6056000,156.72999572753906
1686408906.478715,6080000,152.2100067138672
1686408928.464632,6088000,152.47999572753906
1686408972.4434812,6104000,151.13999938964844
1686408994.508346,6112000,152.1699981689453
1686409016.597792,6120000,153.35000610351562
1686409038.848454,6128000,154.0
1686409060.9105349,6136000,164.02999877929688
1686409082.949513,6144000,166.50999450683594
1686409127.010537,6160000,168.74000549316406
1686409149.074402,6168000,171.47000122070312
1686409171.171287,6176000,170.16000366210938
1686409193.21027,6184000,176.4499969482422
1686409215.2727768,6192000,180.44000244140625
1686409237.344425,6200000,179.0800018310547
1686409259.4662132,6208000,185.47999572753906
1686409281.4603,6216000,181.02000427246094
1686409325.579426,6232000,192.14999389648438
1686409347.537191,6240000,194.6300048828125
1686409369.5436192,6248000,193.33999633789062
1686409413.4732969,6264000,196.80999755859375
1686409435.408733,6272000,195.75
1686409457.401856,6280000,199.0399932861328
1686409479.4007401,6288000,204.85000610351562
1686409501.44798,6296000,199.30999755859375
1686409523.413086,6304000,198.02000427246094
1686409567.478667,6320000,216.39999389648438
1686409589.4076722,6328000,217.47000122070312
1686409611.32498,6336000,213.9199981689453
1686409633.2679958,6344000,219.8000030517578
1686409655.247127,6352000,215.6199951171875
1686409677.164941,6360000,218.00999450683594
1686409699.086447,6368000,220.52999877929688
1686409721.03059,6376000,217.36000061035156
1686409743.000244,6384000,226.2100067138672
1686409765.066376,6392000,227.00999450683594
1686409787.027536,6400000,221.55999755859375
1686409808.9619358,6408000,222.82000732421875
1686409852.883021,6424000,223.36000061035156
1686409897.111679,6440000,220.83999633789062
1686409919.810603,6448000,223.39999389648438
1686409942.058049,6456000,225.97000122070312
1686409964.250685,6464000,225.94000244140625
1686409986.446096,6472000,216.5800018310547
1686410008.335868,6480000,212.97000122070312
1686410051.980942,6496000,208.19000244140625
1686410073.835974,6504000,205.88999938964844
1686410095.7354639,6512000,202.74000549316406
1686410117.6467662,6520000,203.5800018310547
1686410139.6116,6528000,201.17999267578125
1686410161.550276,6536000,206.60000610351562
1686410205.506727,6552000,203.0399932861328
1686410249.661021,6568000,208.75
1686410271.626595,6576000,209.2899932861328
1686410315.6391659,6592000,212.94000244140625
1686410337.596833,6600000,210.4199981689453
1686410359.574207,6608000,212.6699981689453
1686410425.459286,6632000,206.99000549316406
1686410447.441268,6640000,204.6699981689453
1686410469.442555,6648000,203.3800048828125
1686410491.415201,6656000,203.41000366210938
1686410513.379332,6664000,202.4199981689453
1686410535.417968,6672000,205.47000122070312
1686410557.389719,6680000,204.02000427246094
1686410579.449387,6688000,205.5399932861328
1686410601.4715571,6696000,199.52999877929688
1686410623.471191,6704000,203.2899932861328
1686410645.46844,6712000,202.72000122070312
1686410667.3926961,6720000,208.00999450683594
1686410689.35005,6728000,206.8300018310547
1686410733.2675588,6744000,200.8800048828125
1686410755.228288,6752000,206.58999633789062
1686410799.14308,6768000,213.77000427246094
1686410821.1798148,6776000,220.39999389648438
1686410843.516574,6784000,220.80999755859375
1686410865.463351,6792000,221.85000610351562
1686410909.358633,6808000,233.88999938964844
1686410931.418893,6816000,243.92999267578125
1686410953.835489,6824000,191.4199981689453
1686410976.613493,6832000,40.06999969482422
1686411021.996001,6848000,2.859999895095825
1686411067.379408,6864000,2.640000104904175
1686411112.755553,6880000,2.4200000762939453
1686411135.416057,6888000,2.309999942779541
1686411158.04366,6896000,2.4200000762939453
1686411180.744211,6904000,2.309999942779541
1686411203.2917519,6912000,2.5299999713897705
1686411294.076908,6944000,2.9700000286102295
1686411316.6799202,6952000,2.0899999141693115
1686411339.5346391,6960000,2.309999942779541
1686411362.503977,6968000,2.640000104904175
1686411385.193033,6976000,2.4200000762939453
1686411430.587828,6992000,2.640000104904175
1686411453.317479,7000000,1.5399999618530273
1686411475.9360929,7008000,2.200000047683716
1686411498.5249789,7016000,3.190000057220459
1686411521.208027,7024000,2.859999895095825
1686411543.911982,7032000,2.640000104904175
1686411566.638449,7040000,2.5299999713897705
1686411589.26192,7048000,2.5299999713897705
