#{"t_start": 1686357340.419882, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
66.0,5504,9627.710811
88.0,6051,9694.498482
16.0,2602,9722.983664
0.0,529,9728.231806
0.0,521,9733.516204
0.0,541,9738.791062
0.0,527,9744.022909
0.0,536,9749.256053
0.0,516,9754.498732
0.0,539,9759.789684
0.0,536,9765.068371
9.0,1644,9782.830504
9.0,1628,9800.737978
0.0,532,9805.989342
9.0,1632,9823.784763
0.0,537,9829.042766
0.0,532,9834.276235
0.0,531,9839.508378
0.0,535,9844.732815
0.0,543,9849.933091
9.0,1632,9867.676971
0.0,519,9872.890986
9.0,1616,9890.583829
9.0,1616,9908.302749
9.0,1632,9926.02018
0.0,521,9931.25077
0.0,540,9936.530514
9.0,1644,9954.377464
0.0,516,9959.635461
0.0,539,9964.870209
0.0,519,9970.089243
47.0,4636,10021.216933
53.0,4607,10071.936166
67.0,5658,10134.306754
78.0,6306,10203.985247
64.0,5181,10260.985776
51.0,5087,10316.958245
6.0,1371,10331.583027
83.0,5241,10389.269577
37.0,4042,10433.909869
33.0,2773,10464.208546
157.0,6951,10541.295397
104.0,6843,10617.173928
34.0,3289,10653.131883
89.0,4200,10699.425778
66.0,4354,10747.623271
55.0,4658,10799.144217
85.0,6209,10867.918474
56.0,5710,10930.809126
109.0,5857,10995.73363
7.0,1512,11012.050725
0.0,542,11017.334383
0.0,531,11022.619514
0.0,530,11027.926297
0.0,530,11033.21514
0.0,528,11038.523845
0.0,515,11043.834269
0.0,532,11049.114501
0.0,532,11054.421816
21.0,2403,11080.757576
59.0,4099,11125.797759
86.0,6255,11194.973444
28.0,4363,11243.123752
81.0,5397,11302.70381
40.0,3843,11344.98019
74.0,4180,11390.791704
38.0,3911,11433.971425
0.0,525,11439.268617
9.0,1624,11457.236422
9.0,1712,11475.915629
0.0,543,11481.213927
9.0,1624,11498.988257
0.0,525,11504.265079
0.0,531,11509.532788
9.0,1636,11527.39731
0.0,532,11532.695284
9.0,1738,11551.502828
0.0,531,11556.852513
0.0,515,11562.156377
11.0,1111,11573.921309
0.0,518,11579.195363
0.0,528,11584.488607
0.0,542,11589.781413
0.0,543,11595.111215
0.0,530,11600.434844
0.0,531,11605.728445
0.0,518,11611.030178
0.0,543,11616.338622
0.0,528,11621.659589
0.0,538,11626.959543
0.0,532,11632.223336
0.0,520,11637.512618
11.0,1095,11649.322417
0.0,526,11654.620334
0.0,535,11659.936759
0.0,516,11665.196696
11.0,1087,11677.046216
0.0,526,11682.349039
0.0,527,11687.66148
0.0,534,11692.944355
11.0,1099,11704.751396
11.0,1087,11716.596172
11.0,1095,11728.424052
0.0,542,11733.730427
0.0,520,11739.007094
11.0,1111,11750.849359
11.0,1111,11762.676691
11.0,1107,11774.423547
18.0,2515,11801.905384
48.0,4916,11856.285985
102.0,6761,11931.290674
92.0,7119,12010.151239
57.0,5544,12071.510997
92.0,6132,12139.154534
41.0,4472,12188.362097
75.0,6283,12258.106874
153.0,6544,12330.504837
112.0,6808,12405.990321
84.0,4652,12457.158512
83.0,5480,12517.596709
29.0,3641,12557.47709
306.0,6247,12626.67173
68.0,5225,12684.400857
251.0,6701,12758.570147
110.0,6316,12828.418516
61.0,4568,12878.612522
106.0,6214,12947.482071
50.0,4197,12993.68837
107.0,6550,13065.931764
68.0,4755,13118.498198
75.0,4868,13172.156936
127.0,6238,13241.170282
49.0,4199,13287.474937
35.0,2795,13317.779093
129.0,6966,13394.947403
107.0,5043,13450.6492
114.0,6135,13518.469177
95.0,6397,13589.089956
49.0,4535,13639.081272
90.0,6017,13705.821525
55.0,5366,13765.152067
153.0,5859,13829.99364
201.0,6168,13898.32434
67.0,4466,13947.595167
87.0,4969,14002.53999
58.0,4519,14052.269055
