#{"t_start": 1686357339.86063, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
59.0,4679,10554.851475
72.0,6515,10626.812337
36.0,4657,10678.037456
84.0,4558,10728.33075
77.0,4999,10783.655908
41.0,3281,10819.621569
66.0,5583,10881.272394
37.0,3805,10922.996326
61.0,5071,10978.872347
28.0,3066,11012.836602
0.0,514,11018.117685
0.0,526,11023.401707
11.0,1091,11035.194584
0.0,516,11040.506073
0.0,534,11045.818849
0.0,524,11051.108575
0.0,520,11056.411381
40.0,4026,11100.764026
54.0,4433,11149.67092
64.0,5689,11212.623644
78.0,6082,11279.936026
45.0,3971,11323.578161
47.0,5079,11379.445886
50.0,5068,11435.306714
0.0,536,11440.612054
0.0,537,11445.877282
0.0,517,11451.206821
0.0,539,11456.483539
12.0,2082,11479.476455
9.0,1636,11497.26514
0.0,524,11502.54172
0.0,515,11507.814603
0.0,539,11513.08845
0.0,540,11518.36327
0.0,529,11523.625474
0.0,529,11528.91203
0.0,533,11534.208933
7.0,1602,11551.628969
11.0,1103,11563.501908
0.0,520,11568.785061
0.0,539,11574.051243
0.0,527,11579.324098
0.0,527,11584.615165
0.0,530,11589.91691
0.0,515,11595.237463
0.0,519,11600.560644
0.0,535,11605.855628
0.0,527,11611.160139
0.0,524,11616.471636
0.0,527,11621.794344
0.0,522,11627.100297
11.0,1107,11638.966034
0.0,526,11644.259883
0.0,542,11649.553535
0.0,523,11654.846806
0.0,542,11660.167869
0.0,523,11665.432842
11.0,1099,11677.188985
0.0,530,11682.489376
0.0,542,11687.800497
0.0,530,11693.08448
0.0,524,11698.376342
0.0,519,11703.678721
11.0,1111,11715.497358
0.0,535,11720.828141
0.0,515,11726.139652
0.0,528,11731.466217
0.0,534,11736.739164
11.0,1095,11748.587985
0.0,531,11753.905813
11.0,1087,11765.623296
0.0,522,11770.874216
15.0,1658,11788.917411
75.0,6307,11858.825411
81.0,6202,11927.603177
88.0,6618,12001.037468
61.0,5412,12060.831889
120.0,6928,12137.389628
37.0,3177,12172.088689
60.0,3542,12210.791978
4.0,1129,12222.63232
0.0,516,12227.864612
48.0,4703,12279.78163
9.0,1870,12299.9069
85.0,5656,12362.487874
49.0,4602,12413.323334
114.0,6398,12484.069679
37.0,2785,12514.333267
53.0,4697,12566.220036
48.0,4195,12612.205516
75.0,5818,12676.633542
81.0,5781,12740.632169
149.0,7176,12820.198122
90.0,5736,12883.751115
36.0,4139,12929.386479
66.0,4277,12976.369671
96.0,4865,13030.040521
126.0,6967,13107.214585
51.0,5219,13164.754652
0.0,542,13169.978575
103.0,6872,13246.173431
136.0,6897,13322.532216
80.0,6599,13395.555959
80.0,4662,13447.02901
122.0,6391,13517.726275
84.0,4815,13571.00036
122.0,7074,13649.270349
99.0,5887,13714.495306
85.0,6763,13789.515187
23.0,3096,13823.589594
210.0,5536,13884.948722
89.0,6800,13960.119946
113.0,5997,14026.621692
29.0,3591,14059.295687
