#{"t_start": 1686392103.772233, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
25.0,3546,2254.073527
24.0,3309,2289.882108
30.0,2720,2318.889708
19.0,2784,2349.010954
47.0,4762,2401.208278
25.0,3228,2436.38252
28.0,2799,2466.782601
17.0,2762,2496.71149
17.0,3007,2529.151214
14.0,1399,2544.054981
40.0,3783,2584.991612
41.0,4548,2634.946481
26.0,2693,2664.019296
35.0,3910,2706.474465
31.0,4235,2752.582662
44.0,4643,2802.752171
34.0,3648,2842.091637
25.0,2341,2867.003676
45.0,4890,2920.156677
19.0,2753,2949.685932
39.0,3609,2988.479532
16.0,2338,3013.38947
31.0,2184,3036.590549
76.0,6635,3108.94327
12.0,2127,3131.786478
26.0,2043,3153.412273
30.0,4560,3203.100648
38.0,3825,3244.747695
29.0,3228,3279.312862
34.0,3825,3320.761928
25.0,3222,3355.63384
22.0,2736,3385.134553
32.0,3749,3425.748802
28.0,3544,3463.948522
40.0,4492,3512.746602
43.0,2877,3543.667711
68.0,6107,3610.453458
65.0,4805,3662.899638
17.0,3019,3695.51925
60.0,5450,3755.290993
95.0,7272,3835.095216
73.0,5535,3895.25478
17.0,2670,3923.965128
36.0,2411,3949.754155
34.0,4392,3997.606101
0.0,516,4003.040262
3.0,1020,4013.623912
64.0,5073,4068.962835
77.0,6157,4135.887455
19.0,3391,4172.653488
78.0,5624,4233.607688
127.0,5939,4298.358431
61.0,5543,4359.043832
26.0,2439,4385.300129
55.0,4795,4437.830679
80.0,6452,4508.110303
28.0,3492,4545.89343
100.0,6410,4615.656233
33.0,3906,4657.921768
38.0,4963,4711.715275
46.0,3701,4751.537315
65.0,5384,4810.051301
35.0,3098,4843.548835
58.0,4279,4889.752787
83.0,5224,4946.419723
54.0,5189,5002.538711
86.0,7158,5080.332942
80.0,5181,5136.455737
58.0,4924,5189.659772
27.0,3251,5224.67623
21.0,1939,5245.177634
141.0,7564,5327.677665
13.0,2472,5354.262944
108.0,6281,5422.472916
56.0,5281,5479.797663
65.0,3950,5522.349189
20.0,3360,5558.497071
39.0,4012,5601.825964
59.0,5155,5657.823551
49.0,5857,5721.944019
59.0,2948,5753.798033
44.0,3692,5793.797618
104.0,5834,5857.236403
127.0,6775,5931.312613
39.0,3912,5973.806015
104.0,6240,6042.061841
52.0,4070,6086.305061
85.0,5727,6148.642645
48.0,5261,6206.203794
169.0,7680,6290.500498
131.0,6582,6364.674705
130.0,6807,6439.730107
25.0,3174,6473.969335
66.0,5388,6533.22952
93.0,6484,6604.734572
52.0,4125,6649.358745
105.0,7337,6729.360258
83.0,5377,6787.756832
82.0,5653,6849.399332
60.0,5096,6904.83233
57.0,4725,6955.402583
42.0,3817,6995.865455
49.0,3501,7033.669055
70.0,4951,7087.235537
50.0,3993,7130.57025
131.0,5396,7189.109664
126.0,6806,7263.510913
57.0,4071,7307.731968
237.0,5697,7369.668516
90.0,6178,7437.276697
47.0,5114,7492.845078
77.0,5843,7556.410597
81.0,6130,7623.404172
88.0,5893,7687.930696
122.0,7234,7767.197035
116.0,5913,7831.72253
40.0,3224,7866.50613
92.0,5350,7924.881735
66.0,5845,7988.641603
259.0,4706,8040.065604
101.0,5840,8103.700094
54.0,4507,8152.435108
71.0,6534,8223.685913
61.0,5356,8282.285424
68.0,4761,8334.139126
49.0,3427,8371.377355
47.0,4068,8415.962922
291.0,7381,8496.825252
79.0,5715,8559.634066
115.0,6233,8628.855159
55.0,5539,8688.942477
214.0,6046,8755.535217
268.0,7008,8832.150329
103.0,6480,8903.216136
127.0,4520,8952.471468
116.0,6432,9023.028903
250.0,5876,9087.318515
373.0,8145,9176.972039
85.0,5764,9239.540727
150.0,4732,9291.560871
104.0,6855,9366.471474
45.0,5109,9422.03046
113.0,7500,9504.612768
58.0,3569,9543.043741
82.0,5348,9601.027275
34.0,2635,9629.041574
32.0,3077,9662.214472
96.0,5474,9721.786655
53.0,5563,9783.125172
111.0,6143,9851.359297
65.0,5353,9910.459504
301.0,7025,9987.181053
93.0,6556,10059.159454
106.0,5682,10121.471134
286.0,7812,10207.320633
1.0,647,10213.818891
0.0,526,10219.073603
0.0,530,10224.293921
0.0,543,10229.508744
0.0,542,10234.710111
11.0,1111,10246.269621
0.0,524,10251.479888
0.0,543,10256.701494
0.0,514,10261.912112
2.0,853,10270.506508
108.0,5423,10329.479992
68.0,3538,10367.481684
104.0,5751,10430.07033
237.0,5461,10488.725016
130.0,7906,10573.304273
260.0,6892,10647.927458
68.0,5768,10710.817856
252.0,7398,10792.198815
72.0,4697,10843.040376
95.0,5158,10899.187951
79.0,4791,10951.29788
280.0,5804,11014.703055
70.0,5215,11071.303471
77.0,5602,11132.086759
117.0,4912,11185.414292
5.0,1155,11197.572499
0.0,528,11202.78747
0.0,523,11207.990907
1.0,704,11215.251298
268.0,7655,11298.850354
54.0,4508,11347.820919
98.0,5507,11407.623122
45.0,3093,11440.859721
116.0,6954,11516.480404
99.0,5515,11576.824483
115.0,6553,11647.994338
104.0,5040,11702.482752
286.0,5487,11761.807936
76.0,5806,11825.753057
262.0,6501,11897.130005
409.0,8793,11993.695024
56.0,4696,12044.900472
158.0,5380,12103.660325
81.0,5017,12158.40494
77.0,5670,12220.299411
114.0,6485,12290.7705
120.0,6319,12359.677233
66.0,4419,12407.86269
334.0,7679,12492.511654
283.0,7892,12578.218363
72.0,6110,12644.422486
165.0,6544,12715.396767
271.0,6634,12787.308362
135.0,5929,12851.548348
99.0,5542,12911.930615
195.0,6274,12980.423423
46.0,5489,13040.028616
126.0,6637,13112.37905
91.0,5596,13173.094513
165.0,7511,13254.732986
58.0,4140,13299.526967
150.0,8042,13386.919148
127.0,7193,13465.159661
98.0,5673,13526.829702
95.0,6083,13592.914996
184.0,7112,13670.14581
299.0,6178,13737.487217
72.0,5929,13801.704956
378.0,8137,13890.391627
125.0,6139,13957.456908
70.0,4119,14001.957936
308.0,8210,14091.544897
191.0,7616,14174.654403
132.0,6551,14245.709091
175.0,7724,14330.376728
252.0,7387,14411.125518
80.0,6056,14477.064941
261.0,7179,14555.947694
97.0,5371,14614.593153
319.0,7536,14697.372358
288.0,5789,14761.130859
299.0,6863,14836.410002
107.0,6295,14905.710139
85.0,6578,14978.08994
315.0,6717,15051.886988
260.0,6679,15125.228257
199.0,6816,15200.010583
4.0,1048,15210.997828
0.0,523,15216.250751
0.0,519,15221.510052
287.0,7215,15300.963917
258.0,7760,15386.431242
117.0,6604,15459.019555
291.0,7309,15539.59968
0.0,540,15544.861796
20.0,2710,15574.315547
223.0,7905,15661.391927
297.0,7334,15741.291449
142.0,5192,15798.112268
247.0,6630,15870.962531
235.0,7194,15950.39319
301.0,4656,16001.329753
367.0,6824,16076.18988
83.0,6392,16146.904086
124.0,6087,16213.496907
34.0,3863,16255.066124
246.0,6792,16329.087869
147.0,6540,16400.351628
137.0,6547,16471.636909
79.0,5888,16535.708308
140.0,7692,16619.648434
149.0,6396,16688.837251
75.0,4417,16736.63192
115.0,6309,16805.261818
259.0,6781,16879.110104
67.0,4534,16928.619934
103.0,7345,17008.863347
182.0,4467,17057.475595
171.0,6792,17131.52055
107.0,5880,17195.613268
382.0,11796,17324.518671
83.0,5119,17380.201232
359.0,8192,17469.750288
107.0,5970,17534.505883
397.0,8999,17632.526812
52.0,3969,17675.532568
114.0,5951,17740.208151
188.0,7781,17826.109214
322.0,7568,17908.804609
58.0,5186,17964.745951
104.0,6417,18034.397348
141.0,6900,18109.326598
411.0,7955,18196.23316
231.0,5574,18256.607731
345.0,7337,18336.369166
391.0,11699,18464.382197
51.0,4958,18518.300306
183.0,6424,18587.975516
333.0,8363,18678.977135
377.0,8142,18768.155374
135.0,6403,18837.717018
0.0,514,18842.955601
0.0,519,18848.170937
11.0,1091,18859.822323
0.0,536,18865.059876
0.0,515,18870.322991
0.0,539,18875.544753
11.0,1103,18887.241636
0.0,515,18892.447135
0.0,536,18897.711146
0.0,515,18902.916698
0.0,543,18908.146085
0.0,514,18913.360514
0.0,526,18918.581603
0.0,518,18923.792853
11.0,1099,18935.363652
0.0,527,18940.569281
11.0,1099,18952.344522
0.0,523,18957.565361
0.0,528,18962.806077
11.0,1103,18974.399584
0.0,526,18979.63478
0.0,539,18984.864021
11.0,1111,18996.428516
0.0,535,19001.656709
0.0,531,19006.887469
0.0,538,19012.138582
11.0,1103,19023.843431
0.0,535,19029.055674
0.0,524,19034.249461
0.0,540,19039.428289
0.0,539,19044.675589
0.0,518,19049.858518
11.0,1103,19061.484143
0.0,523,19066.720449
0.0,522,19071.938821
0.0,514,19077.149904
0.0,530,19082.298206
0.0,543,19087.485801
11.0,1111,19099.169139
0.0,522,19104.483939
0.0,539,19109.707546
0.0,519,19114.899423
0.0,515,19120.110935
11.0,1107,19131.767061
0.0,515,19136.979562
0.0,516,19142.165745
11.0,1091,19153.789986
0.0,526,19158.969438
11.0,1091,19170.699002
0.0,520,19175.878885
0.0,526,19181.100209
0.0,522,19186.335327
11.0,1103,19197.951368
0.0,514,19203.17614
0.0,527,19208.365085
0.0,540,19213.547086
0.0,518,19218.729393
0.0,539,19223.971369
0.0,516,19229.301771
11.0,1103,19241.0504
11.0,1095,19252.975447
0.0,543,19258.207721
0.0,520,19263.464802
0.0,532,19268.667792
0.0,522,19273.878048
0.0,540,19279.084408
0.0,520,19284.330212
0.0,535,19289.520643
0.0,516,19294.727728
11.0,1111,19306.352913
11.0,1091,19318.117345
0.0,538,19323.314404
0.0,527,19328.55149
0.0,534,19333.77421
11.0,1087,19345.413472
0.0,526,19350.633504
0.0,540,19355.828265
11.0,1107,19367.504828
11.0,1107,19379.095142
0.0,515,19384.279928
11.0,1099,19395.865777
0.0,535,19401.070848
0.0,543,19406.288731
0.0,532,19411.498351
0.0,530,19416.73684
0.0,527,19421.946352
0.0,543,19427.16848
11.0,1107,19438.895591
0.0,527,19444.125871
11.0,1107,19455.781329
0.0,524,19460.984654
0.0,536,19466.210745
0.0,532,19471.397824
0.0,536,19476.610774
11.0,1107,19488.316486
0.0,539,19493.531535
0.0,528,19498.768156
11.0,1099,19510.387823
0.0,532,19515.674759
11.0,1087,19527.301902
11.0,1099,19538.987874
0.0,520,19544.204707
0.0,543,19549.390638
0.0,539,19554.617966
11.0,1099,19566.238642
11.0,1087,19577.981376
0.0,528,19583.199487
0.0,519,19588.391226
0.0,522,19593.592062
0.0,534,19598.778557
11.0,1091,19610.352111
0.0,536,19615.514241
11.0,1091,19627.144982
0.0,531,19632.361251
0.0,543,19637.544382
0.0,538,19642.726245
0.0,515,19647.930545
0.0,540,19653.129751
0.0,518,19658.366394
0.0,522,19663.560737
0.0,522,19668.815241
0.0,518,19674.028921
0.0,543,19679.253726
0.0,524,19684.476509
0.0,543,19689.708334
11.0,1091,19701.38001
0.0,531,19706.608436
11.0,1103,19718.230122
0.0,528,19723.445995
0.0,540,19728.735674
11.0,1103,19740.453569
0.0,522,19745.673537
0.0,528,19750.926556
11.0,1111,19762.596706
0.0,536,19767.812447
0.0,538,19773.02258
0.0,530,19778.248069
0.0,534,19783.473257
0.0,530,19788.706968
11.0,1099,19800.330108
0.0,523,19805.559865
0.0,542,19810.794827
0.0,528,19816.033176
0.0,523,19821.281774
11.0,1107,19832.990819
11.0,1087,19844.59985
0.0,536,19849.874692
11.0,1111,19861.613525
0.0,532,19866.853183
0.0,524,19872.064076
11.0,1111,19883.693495
0.0,536,19888.928015
11.0,1111,19900.509552
5.0,1227,19913.391183
57.0,5145,19969.341216
24.0,3248,20004.360499
364.0,7642,20087.710698
136.0,7517,20169.620606
117.0,6473,20239.973481
401.0,7299,20319.396612
365.0,6455,20389.481682
367.0,9042,20488.184161
265.0,7939,20575.308879
319.0,7085,20652.930175
142.0,5308,20710.932319
74.0,5506,20771.148369
349.0,7227,20850.252326
54.0,4864,20903.279365
104.0,5894,20967.956227
106.0,7051,21045.370779
359.0,7825,21131.435972
343.0,7769,21216.686468
371.0,7632,21300.616856
170.0,6819,21375.090713
397.0,8531,21468.746481
326.0,7051,21546.23067
345.0,7788,21631.495109
163.0,7754,21716.643751
279.0,8799,21813.641012
313.0,8441,21906.460982
146.0,7645,21990.355557
428.0,11933,22121.782208
306.0,6891,22197.401468
70.0,4901,22251.400832
103.0,6690,22324.767402
131.0,5998,22390.411297
80.0,5745,22453.246696
343.0,6950,22529.602889
165.0,5374,22588.548021
162.0,6469,22659.416321
380.0,7719,22743.931095
61.0,5465,22803.706714
382.0,8724,22899.694924
295.0,8035,22988.15223
104.0,5838,23052.355657
372.0,8865,23150.006986
273.0,6831,23225.213029
299.0,7196,23304.678396
69.0,4653,23355.510119
381.0,6254,23424.072716
351.0,9388,23527.297689
248.0,8392,23620.866758
208.0,7478,23702.223109
370.0,8204,23791.568085
201.0,6978,23867.524105
295.0,14822,24029.599669
366.0,6594,24101.293358
10.0,1907,24121.607732
350.0,8014,24209.045492
92.0,6219,24276.736456
253.0,7083,24355.480545
28.0,4051,24400.24437
343.0,7823,24487.844542
100.0,6475,24560.114381
105.0,6067,24627.557099
338.0,7472,24711.048432
121.0,4361,24759.432183
295.0,7355,24841.427369
257.0,6722,24916.223491
149.0,5012,24972.211557
270.0,9476,25077.030388
99.0,5285,25135.970067
366.0,8561,25231.198672
349.0,6501,25301.877146
62.0,5804,25364.736399
304.0,7729,25448.708576
112.0,6541,25519.65604
115.0,6318,25588.652674
417.0,8611,25682.443046
305.0,5914,25746.885039
165.0,6626,25819.582802
71.0,4630,25869.675061
278.0,7873,25955.326258
89.0,6233,26022.915814
227.0,7526,26104.76465
89.0,5843,26168.16654
321.0,8087,26256.244851
85.0,4756,26309.13088
52.0,4914,26363.854892
394.0,8929,26464.209885
70.0,6485,26536.577013
112.0,5985,26603.299042
399.0,8027,26693.063197
335.0,7008,26771.26375
107.0,6194,26840.087771
253.0,7859,26927.890916
231.0,6578,27001.312381
82.0,5684,27064.86672
375.0,8991,27162.94186
350.0,6301,27231.646304
362.0,7046,27308.261414
334.0,7574,27390.760198
50.0,5144,27446.864853
346.0,7802,27531.992863
262.0,6524,27602.873358
154.0,7608,27683.457335
0.0,516,27685.07255
