#{"t_start": 1686392103.970279, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
64.0,5117,6926.060973
68.0,5042,6979.650951
80.0,4849,7032.37219
277.0,6369,7101.570492
124.0,6512,7172.433184
34.0,4085,7216.783597
209.0,6125,7283.589583
66.0,4735,7335.160401
94.0,5570,7395.83942
233.0,4430,7443.933215
310.0,6716,7517.449785
137.0,6923,7592.897565
68.0,3834,7634.541582
147.0,5642,7696.194462
133.0,7183,7774.977465
79.0,5335,7833.345659
139.0,6614,7905.702158
121.0,6831,7980.421267
197.0,6624,8053.049236
93.0,5562,8113.86072
71.0,5353,8171.976857
23.0,2602,8200.11295
109.0,6171,8267.554805
74.0,6079,8333.974006
91.0,5868,8398.234413
26.0,3114,8432.36365
67.0,5483,8492.30719
96.0,6698,8565.820342
106.0,5643,8628.744092
81.0,6352,8698.024194
41.0,3737,8738.987892
35.0,3549,8777.356752
73.0,4679,8828.237386
74.0,4887,8881.7015
56.0,3914,8924.222851
234.0,7194,9003.233805
94.0,7031,9080.460649
79.0,5554,9141.194991
43.0,4006,9184.862981
124.0,6935,9260.542231
67.0,4781,9313.041475
97.0,6544,9384.155636
128.0,6576,9455.958095
49.0,4032,9500.334476
43.0,3159,9534.388078
88.0,6031,9599.736063
331.0,8077,9687.708837
257.0,7493,9770.178632
71.0,6031,9837.342944
57.0,4327,9884.954176
226.0,6579,9957.200853
141.0,6714,10030.81767
321.0,6902,10106.680375
64.0,4408,10154.876627
99.0,5368,10213.391255
0.0,542,10218.644848
0.0,524,10223.868916
0.0,526,10229.081759
0.0,531,10234.287453
0.0,522,10239.501138
11.0,1091,10251.054731
0.0,514,10256.275132
8.0,1217,10268.987195
67.0,4425,10316.921726
53.0,4085,10361.149249
195.0,6672,10433.849784
97.0,6334,10501.962624
138.0,7268,10579.780465
103.0,5604,10640.098002
314.0,8361,10731.588136
263.0,7288,10811.747224
44.0,3075,10844.615284
90.0,5723,10906.93208
263.0,7102,10984.868513
185.0,8219,11074.669544
96.0,6108,11141.081608
69.0,5657,11202.833836
11.0,1099,11214.402824
18.0,2122,11237.176634
78.0,5152,11293.178672
239.0,7687,11377.006124
186.0,5716,11439.324306
160.0,5267,11496.557807
77.0,5282,11554.042944
70.0,4435,11602.381111
167.0,6007,11667.55488
112.0,5457,11726.408102
74.0,5242,11783.348415
152.0,6253,11852.222357
30.0,2954,11884.278601
270.0,6590,11956.388617
65.0,5689,12018.459775
70.0,5391,12077.612939
84.0,4737,12129.430787
75.0,5508,12189.60494
266.0,6434,12259.585768
47.0,4966,12313.350747
152.0,7822,12399.348132
78.0,6427,12470.1845
49.0,4956,12524.022195
267.0,5957,12588.364914
71.0,5432,12647.080421
96.0,5938,12711.633172
211.0,6948,12786.933495
127.0,6458,12857.282967
94.0,6945,12932.954086
209.0,7569,13015.454274
146.0,7601,13098.224149
152.0,6856,13173.126873
81.0,5828,13236.277899
97.0,5175,13292.246408
240.0,8277,13382.307183
113.0,7350,13462.093497
139.0,6098,13528.377875
108.0,5618,13589.447767
343.0,8174,13678.321516
225.0,7461,13759.805239
350.0,8200,13848.867681
116.0,5009,13903.07848
76.0,5497,13962.855363
151.0,6366,14032.375888
95.0,5724,14094.406949
43.0,4261,14140.54708
227.0,6485,14211.206322
94.0,6389,14281.141017
64.0,4146,14326.096588
99.0,6083,14392.60617
174.0,5195,14449.225773
138.0,7109,14526.970833
115.0,6459,14597.572431
27.0,3367,14633.956849
88.0,5748,14696.926143
324.0,6879,14772.694538
213.0,6796,14847.303394
193.0,7322,14927.753678
36.0,2737,14957.505725
36.0,3299,14993.171598
107.0,6778,15067.520247
81.0,5337,15125.928894
103.0,5206,15182.929967
16.0,2558,15210.744459
0.0,519,15215.997966
0.0,523,15221.256144
0.0,532,15226.479093
101.0,5773,15289.752613
109.0,6093,15356.542611
280.0,6946,15432.930121
358.0,6090,15499.74416
38.0,3714,15540.541335
45.0,3665,15580.608912
317.0,7962,15668.340207
119.0,5387,15727.093614
353.0,8539,15820.876911
233.0,6635,15893.957509
118.0,6837,15969.351726
66.0,5181,16026.213019
249.0,7257,16106.000195
71.0,5639,16168.005387
336.0,7469,16249.657917
133.0,6717,16322.706751
149.0,6738,16396.033704
54.0,5477,16455.332959
82.0,5374,16513.809742
387.0,10232,16625.479633
209.0,5717,16687.521029
137.0,6501,16758.413029
137.0,5678,16820.198454
112.0,7156,16898.21996
142.0,7979,16985.79196
121.0,5285,17043.303083
160.0,7054,17120.288095
127.0,6941,17196.108256
95.0,5842,17259.808995
43.0,5056,17314.641719
98.0,6368,17383.995245
269.0,6188,17451.273336
310.0,7621,17534.059044
320.0,7683,17617.485984
298.0,7292,17696.836751
114.0,6212,17764.466399
280.0,5969,17830.531753
97.0,6045,17896.673805
177.0,7748,17980.696866
213.0,6503,18051.120922
66.0,5160,18107.200218
325.0,7136,18184.954505
129.0,6474,18255.359138
214.0,7511,18337.180774
277.0,7592,18419.738224
286.0,8524,18512.86021
115.0,6741,18585.990807
398.0,8828,18682.311717
125.0,6516,18753.329621
251.0,6847,18827.846893
9.0,1244,18840.947805
11.0,1087,18852.700302
0.0,530,18857.940579
0.0,526,18863.174982
0.0,538,18868.452816
0.0,542,18873.672481
0.0,528,18878.89382
0.0,528,18884.082548
0.0,530,18889.28256
0.0,522,18894.539144
11.0,1103,18906.147626
11.0,1103,18917.776373
0.0,523,18922.993057
0.0,520,18928.204013
0.0,527,18933.381057
0.0,540,18938.592033
0.0,530,18943.809726
0.0,518,18949.034106
0.0,518,18954.304711
0.0,515,18959.528804
0.0,542,18964.753613
0.0,530,18969.947359
11.0,1111,18981.694077
11.0,1099,18993.277551
11.0,1087,19004.9969
0.0,515,19010.240572
0.0,535,19015.483274
0.0,520,19020.661902
0.0,528,19025.891625
11.0,1095,19037.452782
0.0,534,19042.692366
0.0,527,19047.897878
0.0,523,19053.104106
11.0,1107,19064.736806
0.0,524,19069.950097
0.0,527,19075.15702
0.0,526,19080.334943
0.0,526,19085.504396
0.0,528,19090.705385
0.0,542,19095.908173
11.0,1111,19107.724491
0.0,543,19112.923936
0.0,543,19118.133642
0.0,532,19123.363847
11.0,1087,19135.012957
11.0,1099,19146.699892
11.0,1099,19158.270758
0.0,542,19163.499666
0.0,528,19168.718279
0.0,534,19173.927657
11.0,1095,19185.536205
0.0,540,19190.759956
0.0,535,19195.968003
0.0,535,19201.18298
11.0,1099,19212.839828
11.0,1103,19224.5005
0.0,543,19229.78613
0.0,542,19235.071345
11.0,1099,19246.855753
0.0,534,19252.175861
0.0,534,19257.503072
0.0,543,19262.76434
0.0,543,19267.968505
0.0,536,19273.173944
0.0,534,19278.387038
0.0,527,19283.612396
0.0,523,19288.812254
0.0,531,19294.011598
11.0,1087,19305.637896
0.0,519,19310.881581
0.0,528,19316.100636
11.0,1103,19327.750669
0.0,520,19332.967071
0.0,526,19338.192304
0.0,538,19343.421882
11.0,1111,19355.121818
0.0,540,19360.326225
0.0,539,19365.521479
11.0,1087,19377.117773
0.0,536,19382.30078
0.0,516,19387.467726
0.0,531,19392.690109
0.0,524,19397.909765
0.0,540,19403.127634
0.0,524,19408.31567
0.0,535,19413.5469
0.0,530,19418.768502
0.0,528,19423.976281
11.0,1107,19435.706046
11.0,1095,19447.39316
0.0,532,19452.610721
11.0,1099,19464.232013
0.0,527,19469.436646
0.0,515,19474.639217
0.0,516,19479.836587
0.0,534,19485.045766
0.0,536,19490.28203
0.0,522,19495.478805
11.0,1103,19507.2229
0.0,540,19512.462361
0.0,542,19517.760715
0.0,522,19522.978159
11.0,1091,19534.538365
0.0,542,19539.749104
0.0,519,19544.950776
0.0,519,19550.148599
0.0,519,19555.392231
0.0,531,19560.623424
11.0,1103,19572.313238
0.0,526,19577.548307
0.0,539,19582.768804
11.0,1087,19594.360975
0.0,522,19599.535857
0.0,515,19604.710331
0.0,543,19609.922798
0.0,539,19615.089635
0.0,528,19620.301216
0.0,530,19625.512256
0.0,532,19630.755306
0.0,534,19635.950654
0.0,536,19641.108726
11.0,1103,19652.703898
0.0,538,19657.94132
11.0,1095,19669.668513
0.0,515,19674.895789
0.0,515,19680.113907
0.0,519,19685.345824
0.0,522,19690.573119
0.0,518,19695.760159
11.0,1091,19707.367104
0.0,515,19712.569219
11.0,1099,19724.305536
0.0,516,19729.598867
0.0,536,19734.819585
0.0,524,19740.018847
0.0,538,19745.238675
0.0,524,19750.493766
0.0,539,19755.756751
0.0,530,19760.992956
11.0,1103,19772.596916
0.0,539,19777.818418
11.0,1111,19789.45645
0.0,535,19794.675437
0.0,519,19799.904806
0.0,535,19805.135125
11.0,1107,19816.904709
11.0,1103,19828.521728
0.0,532,19833.756177
11.0,1111,19845.467807
0.0,532,19850.746128
0.0,542,19855.969211
0.0,526,19861.175546
0.0,530,19866.421147
0.0,543,19871.63451
11.0,1107,19883.258226
0.0,519,19888.491739
11.0,1099,19900.069894
4.0,1167,19912.313117
257.0,6273,19980.600092
67.0,5499,20040.293187
341.0,6663,20112.769537
161.0,7473,20194.318469
295.0,7290,20273.443231
252.0,7776,20358.33277
76.0,4839,20410.681187
134.0,6270,20478.954483
376.0,9157,20579.479203
86.0,5386,20638.144673
259.0,6798,20712.320625
344.0,7586,20795.665058
334.0,6988,20872.257233
90.0,6563,20944.066723
38.0,3787,20985.377132
407.0,8647,21080.310606
114.0,6347,21149.963457
361.0,7892,21236.755978
345.0,8827,21333.619817
106.0,6642,21406.32716
360.0,8864,21503.612281
279.0,7034,21580.681871
377.0,7529,21663.356286
154.0,7397,21744.514092
108.0,5757,21807.671301
337.0,7264,21887.55735
67.0,4112,21932.249719
358.0,7643,22016.114162
395.0,8218,22106.466088
295.0,5865,22170.974697
229.0,5799,22234.535633
33.0,1875,22254.794548
265.0,7329,22335.403761
68.0,4983,22389.929987
224.0,7663,22474.058279
260.0,6887,22549.796179
331.0,19681,22766.754389
111.0,6357,22836.51083
120.0,6527,22907.92901
313.0,6888,22983.766902
360.0,8178,23073.773796
269.0,8004,23161.856247
124.0,7121,23240.146976
81.0,6220,23308.654976
35.0,4418,23356.663048
324.0,7182,23435.692568
75.0,5067,23491.228602
77.0,5841,23555.27218
83.0,4433,23604.150445
228.0,7806,23690.096375
335.0,7710,23773.974695
188.0,6251,23841.94159
117.0,6377,23911.198939
24.0,3394,23947.907021
286.0,6287,24016.00112
388.0,9116,24115.171366
36.0,3929,24157.977162
47.0,4850,24210.59137
352.0,7786,24295.724294
245.0,5730,24359.572983
140.0,6956,24437.233057
75.0,4937,24492.123632
56.0,4870,24546.115111
45.0,4606,24597.199996
294.0,6940,24674.490517
158.0,7664,24760.023921
84.0,6799,24835.472548
376.0,8698,24932.71113
105.0,5325,24992.0878
97.0,5517,25052.591629
315.0,17256,25245.223531
293.0,7941,25331.508486
361.0,7625,25414.482079
87.0,6885,25489.345187
303.0,7978,25576.782643
381.0,7347,25656.704711
368.0,6668,25729.33051
406.0,7664,25813.221948
197.0,7966,25899.73641
423.0,12072,26031.526343
247.0,9269,26132.37862
305.0,8782,26228.228247
360.0,8462,26321.923573
326.0,23029,26581.445876
362.0,8034,26671.237668
272.0,7265,26752.498071
270.0,7528,26836.332967
193.0,4874,26890.47665
287.0,6666,26965.000506
404.0,8355,27058.706751
416.0,8249,27148.693309
390.0,6237,27216.785119
306.0,9110,27316.358384
397.0,9109,27415.7926
314.0,8252,27505.766373
216.0,6188,27573.075144
295.0,10129,27682.467967
0.0,536,27684.178987
0.0,556,27686.06993
5.0,1087,27690.815905
