#{"t_start": 1686392104.174609, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
126.0,6634,15537.578435
0.0,534,15542.834481
40.0,3237,15578.071877
97.0,5446,15637.908785
109.0,5827,15701.558721
138.0,6864,15776.830614
128.0,6142,15844.107962
74.0,4232,15890.430263
239.0,5852,15954.737987
109.0,4818,16007.617418
395.0,8749,16103.793319
272.0,6845,16179.303287
149.0,6787,16253.416084
118.0,5170,16309.706262
245.0,6706,16382.818198
133.0,6225,16450.308847
119.0,4733,16501.556045
350.0,7579,16584.132368
43.0,3915,16626.373668
109.0,5586,16686.706736
86.0,5349,16744.788633
322.0,7316,16824.494386
105.0,6286,16893.073344
173.0,4684,16944.128024
336.0,8749,17039.750596
51.0,5082,17094.870944
193.0,5381,17153.460221
109.0,5607,17214.200841
291.0,7025,17290.695681
252.0,6861,17365.28148
365.0,7792,17450.169594
315.0,7799,17535.011422
340.0,7539,17616.98763
313.0,8206,17706.314614
67.0,4684,17756.986759
357.0,6785,17832.12695
289.0,7999,17919.534386
79.0,5844,17982.479689
187.0,7462,18063.672977
185.0,6818,18137.859333
382.0,9048,18236.590404
135.0,6785,18310.456838
97.0,5572,18370.943729
113.0,6091,18437.115884
121.0,7163,18515.238815
301.0,7919,18601.293223
266.0,8001,18688.499969
335.0,6479,18759.245905
135.0,5339,18817.196996
10.0,2024,18838.875895
0.0,539,18844.11782
0.0,527,18849.340316
0.0,523,18854.584314
0.0,516,18859.805502
0.0,528,18865.037705
11.0,1091,18876.726843
11.0,1091,18888.398279
0.0,522,18893.649628
11.0,1103,18905.269881
0.0,514,18910.487014
0.0,530,18915.711169
0.0,531,18920.930164
0.0,515,18926.136175
0.0,531,18931.317835
0.0,515,18936.525118
0.0,524,18941.736461
0.0,514,18946.966515
0.0,523,18952.226995
0.0,538,18957.454653
11.0,1095,18969.065341
0.0,515,18974.294178
0.0,520,18979.530536
11.0,1099,18991.217287
0.0,520,18996.433576
0.0,527,19001.661767
0.0,519,19006.891953
0.0,540,19012.140657
11.0,1091,19023.724401
0.0,530,19028.944582
11.0,1099,19040.617674
0.0,543,19045.846851
11.0,1087,19057.433396
0.0,520,19062.667998
11.0,1091,19074.283839
11.0,1095,19085.908051
0.0,539,19091.11202
0.0,535,19096.318142
11.0,1107,19108.039551
11.0,1095,19119.728782
0.0,524,19124.958779
11.0,1091,19136.589588
0.0,522,19141.776041
0.0,538,19147.006643
0.0,539,19152.21466
0.0,540,19157.395156
0.0,530,19162.615978
0.0,516,19167.831333
0.0,536,19173.053839
11.0,1107,19184.657731
0.0,528,19189.880664
11.0,1095,19201.594938
0.0,523,19206.78883
11.0,1095,19218.341554
0.0,543,19223.581209
0.0,536,19228.913181
0.0,516,19234.196888
0.0,528,19239.375718
11.0,1087,19251.290005
0.0,524,19256.606408
0.0,538,19261.882615
0.0,536,19267.089717
0.0,531,19272.300613
0.0,522,19277.507238
11.0,1111,19289.129313
0.0,514,19294.338483
11.0,1111,19305.961935
0.0,539,19311.205234
0.0,531,19316.42274
0.0,536,19321.632584
0.0,528,19326.856322
0.0,542,19332.077179
0.0,527,19337.299032
0.0,532,19342.540091
0.0,542,19347.779297
11.0,1091,19359.437964
0.0,526,19364.642325
0.0,528,19369.849601
0.0,519,19375.051497
0.0,522,19380.269273
0.0,524,19385.42752
0.0,520,19390.630033
11.0,1095,19402.245801
0.0,534,19407.437129
0.0,526,19412.670266
0.0,518,19417.894979
0.0,532,19423.101559
0.0,520,19428.340364
0.0,543,19433.547321
0.0,519,19438.775617
0.0,519,19444.007274
11.0,1107,19455.757922
0.0,514,19460.967771
11.0,1111,19472.575644
11.0,1099,19484.151327
0.0,538,19489.394809
0.0,518,19494.59121
0.0,519,19499.823976
0.0,519,19505.032355
0.0,515,19510.269099
0.0,536,19515.564123
0.0,528,19520.801567
0.0,528,19525.987722
11.0,1107,19537.674855
0.0,522,19542.884024
0.0,530,19548.080386
11.0,1095,19559.724872
0.0,543,19564.92362
0.0,523,19570.138712
0.0,532,19575.362997
0.0,522,19580.590335
0.0,524,19585.81162
0.0,514,19591.000076
11.0,1091,19602.670812
0.0,522,19607.855484
0.0,527,19613.0568
0.0,516,19618.22068
0.0,535,19623.442378
11.0,1111,19635.072254
0.0,539,19640.231536
0.0,524,19645.438519
0.0,516,19650.642586
0.0,539,19655.8616
0.0,523,19661.067403
0.0,523,19666.274918
0.0,514,19671.535881
0.0,530,19676.755667
0.0,534,19681.984946
0.0,514,19687.234125
0.0,528,19692.432502
0.0,542,19697.603614
0.0,522,19702.833493
11.0,1103,19714.456898
0.0,520,19719.667447
11.0,1087,19731.485905
0.0,515,19736.684885
11.0,1111,19748.307927
0.0,542,19753.575563
11.0,1111,19765.327956
0.0,514,19770.536827
11.0,1099,19782.168551
0.0,526,19787.396489
0.0,516,19792.609181
0.0,518,19797.833882
11.0,1107,19809.502511
0.0,531,19814.725522
0.0,526,19819.972996
0.0,530,19825.186904
0.0,542,19830.392447
0.0,530,19835.644161
0.0,532,19840.840386
0.0,524,19846.083006
0.0,520,19851.359102
11.0,1099,19863.090762
0.0,515,19868.30336
0.0,520,19873.51046
11.0,1107,19885.150362
0.0,535,19890.382595
0.0,539,19895.575216
7.0,1389,19910.300508
51.0,5167,19966.331989
42.0,3445,20003.340567
106.0,5031,20058.050765
102.0,5688,20119.711185
126.0,6985,20195.872625
192.0,6959,20271.262907
72.0,3860,20313.029638
283.0,7061,20389.752557
53.0,5165,20445.853678
111.0,6639,20518.23022
339.0,7393,20599.665512
362.0,8630,20694.13416
218.0,6533,20765.863234
347.0,9022,20864.622003
180.0,6703,20937.86745
206.0,7195,21016.970386
330.0,7377,21097.790006
89.0,5965,21162.999985
339.0,8404,21255.380212
370.0,8179,21344.999217
126.0,5954,21410.103406
103.0,5800,21473.267586
160.0,6381,21543.340025
305.0,8792,21639.941901
243.0,7083,21717.610239
333.0,7427,21799.209683
198.0,7728,21884.266439
399.0,10512,21999.995945
57.0,4419,22048.337573
147.0,7150,22126.902691
327.0,7946,22214.174724
12.0,2191,22237.686292
0.0,516,22242.908217
84.0,4526,22292.579568
214.0,5276,22350.453644
356.0,8481,22443.88179
122.0,6127,22510.986061
412.0,8493,22604.410898
359.0,6547,22676.246196
203.0,7968,22763.725401
345.0,7347,22844.466676
332.0,8977,22943.529563
210.0,7791,23029.168211
373.0,8372,23121.453506
180.0,7768,23207.004147
54.0,4785,23259.748067
296.0,6652,23332.690133
124.0,7016,23409.960745
362.0,6797,23484.563274
141.0,6827,23559.743089
388.0,8035,23649.040977
195.0,6804,23723.049232
282.0,7294,23802.287971
341.0,8877,23898.908293
182.0,7833,23984.285473
248.0,7496,24065.834426
85.0,5383,24124.278975
373.0,8295,24214.717064
126.0,6055,24280.866504
387.0,8428,24374.86996
193.0,7288,24456.068842
403.0,8231,24548.381599
403.0,7481,24631.744741
98.0,6094,24699.822096
383.0,8851,24798.855158
337.0,7697,24884.637108
361.0,8239,24976.730989
157.0,6857,25052.358684
335.0,7196,25132.618665
396.0,8089,25222.623219
91.0,6523,25293.580205
123.0,6905,25368.70938
204.0,5898,25432.812476
125.0,6297,25501.167486
326.0,15639,25672.744394
96.0,6693,25745.398469
92.0,5415,25804.72439
111.0,6688,25877.249277
344.0,7113,25954.504977
62.0,5168,26010.477765
179.0,8035,26097.866897
404.0,10026,26207.387106
149.0,6734,26281.229665
228.0,8125,26372.200088
174.0,5946,26438.715647
360.0,7169,26519.134835
125.0,6631,26592.999889
302.0,7475,26676.415046
382.0,7863,26764.149797
366.0,8039,26853.765184
361.0,8413,26947.829208
331.0,8046,27037.803786
135.0,6404,27108.472978
39.0,3918,27150.855943
212.0,7991,27238.085155
284.0,7183,27316.359701
159.0,5770,27379.011135
81.0,5433,27438.083257
76.0,5487,27497.513057
69.0,4524,27546.586188
307.0,8338,27637.499876
49.0,4333,27682.761982
0.0,576,27684.644273
3.0,1117,27689.588539
6.0,1276,27695.813962
